url,title,date
https://www.metropoles.com/distrito-federal/subtenente-do-cbmdf-armazenava-videos-de-adolescentes-em-cenas-de-sexo,Subtenente do CBMDF armazenava vídeos de adolescentes em cenas de sexo,23/02/2021 04:52:06
https://www.metropoles.com/distrito-federal/desde-o-inicio-da-pandemia-570-policiais-civis-do-df-tiveram-covid-19,Desde o início da pandemia 570 policiais civis do DF tiveram Covid-19,23/02/2021 04:50:47
https://www.metropoles.com/distrito-federal/detran-df-organiza-novo-leilao-com-carros-tablets-e-computadores,Detran-DF organiza novo leilão com carros tablets e computadores,23/02/2021 04:45:44
https://www.metropoles.com/distrito-federal/de-2014-a-2018-gdf-pagou-r-39-milhoes-de-salarios-a-116-mortos,De 2014 a 2018 GDF pagou R$ 39 milhões de salários a 116 mortos,23/02/2021 04:45:38
https://www.metropoles.com/colunas/janela-indiscreta/temendo-aumento-de-casos-de-covid-pos-carnaval-gdf-abre-leitos-de-uti,Temendo aumento de casos de Covid pós-Carnaval GDF abre leitos de UTI,23/02/2021 04:45:33
https://www.metropoles.com/distrito-federal/pcdf-prende-homem-por-furto-no-interior-de-veiculo-em-sobradinho-ii,PCDF prende homem por furto no interior de veículo em Sobradinho II,23/02/2021 00:02:56
https://www.metropoles.com/distrito-federal/secretaria-de-educacao-procura-imoveis-para-administracao-e-escolas,Secretaria de Educação procura imóveis para administração e escolas,22/02/2021 23:31:57
https://www.metropoles.com/distrito-federal/pare-no-parque-servico-gratuito-de-onibus-para-servidores-volta-no-df,Pare no Parque: serviço gratuito de ônibus para servidores volta no DF,22/02/2021 23:21:54
https://www.metropoles.com/distrito-federal/em-tres-semanas-df-imunizou-54-mil-idosos-contra-a-covid-19,Em três semanas DF imunizou 54 mil idosos contra a Covid-19,22/02/2021 23:16:01
https://www.metropoles.com/distrito-federal/validade-de-cartoes-alimentacao-escolar-do-df-e-prorrogada-ate-marco,Validade de cartões Alimentação Escolar do DF é prorrogada até março,22/02/2021 22:49:04
https://www.metropoles.com/distrito-federal/morador-do-df-e-preso-com-meio-quilo-de-maconha-colombiana-em-casa,Morador do DF é preso com meio quilo de maconha colombiana em casa,22/02/2021 22:38:37
https://www.metropoles.com/distrito-federal/video-gravidas-dancam-em-hospital-do-df-para-aliviar-tensao-pre-parto,Vídeo. Grávidas dançam em hospital do DF para aliviar tensão pré-parto,22/02/2021 22:20:05
https://www.metropoles.com/distrito-federal/covid-19-delegado-geral-da-pcdf-recebe-alta-de-hospital-e-vai-para-casa,Covid: delegado-geral da PCDF recebe alta de hospital e vai para casa,22/02/2021 21:33:34
https://www.metropoles.com/distrito-federal/gdf-paga-mais-uma-rodada-de-precatorios-veja-como-se-habilitar,GDF paga mais uma rodada de precatórios. Veja como se habilitar,22/02/2021 21:23:07
https://www.metropoles.com/distrito-federal/zoonoses-libera-20-caes-saudaveis-para-adocao-no-distrito-federal,Zoonoses libera 20 cães saudáveis para adoção no Distrito Federal,22/02/2021 20:28:40
https://www.metropoles.com/colunas/janela-indiscreta/bancada-se-reune-com-comissao-mista-para-priorizar-orcamento-do-df,Bancada se reúne na Comissão Mista para definir orçamento do DF,22/02/2021 20:18:13
https://www.metropoles.com/distrito-federal/distritais-entram-com-acao-no-stf-para-df-comprar-vacina-diretamente,Distritais entram com ação no STF para DF comprar vacina diretamente,22/02/2021 20:17:37
https://www.metropoles.com/distrito-federal/morador-e-atacado-por-capivara-em-condominio-a-beira-do-lago-paranoa,Morador é atacado por capivara em condomínio à beira do Lago Paranoá,22/02/2021 19:53:46
https://www.metropoles.com/distrito-federal/alunos-que-nao-souberam-cantar-hino-da-pm-em-formatura-sao-absolvidos,Alunos que não souberam cantar hino da PM em formatura são absolvidos,22/02/2021 19:20:04
https://www.metropoles.com/distrito-federal/pode-ser-expulso-diz-cbmdf-sobre-militar-preso-por-suposto-estupro,&#8220;Pode ser expulso&#8221; diz CBMDF sobre militar preso por suposto estupro,22/02/2021 18:59:12
https://www.metropoles.com/distrito-federal/vi-o-coracao-da-minha-filha-parar-de-bater-diz-pai-de-vitoria,&#8220;Vi o coração da minha filha parar de bater&#8221; diz pai de Vitória,22/02/2021 18:56:58
